,appliance,booking_date,booking_time,box_truck,cargo_van,dolly,estimated_distance,estimated_time,fare_quote,final_payment,furniture,helper,hitch,item_desc,item_weight,job_id,large_pickup,max_est,min_est,number_of_pros,real,request_origin,small_pickup,tip,trailer,vehicle_type,vehicle_type_single,time_in_minutes,loading_time,max_time_estimate,min_time_estimate
4727,1,2017-05-31 14:00:00,14.8,False,False,0,8.17724514008,27.0,$93.25 - $132.85,205.12,0,False,0,Vintage stove weighing about 460lbs. Picking up curb side and taking it to my new home. New home has 3 steps to take up,251-500 lbs,7209,False,132.85,93.25,2,205.12,IOS,True,0.0,0,"12,12",12,90.0,63.0,57.0,37.0
4728,0,2017-05-31 13:00:00,13.8,False,True,0,21.221069335899998,28.0,$49.02 - $74.82,95.46,0,False,0,"2 couches, 3 chairs, and a few boxes.",101-250 lbs,7211,False,74.82,49.02,1,95.46,IOS,False,0.0,0,9,9,74.3,46.3,58.0,38.0
4729,0,2017-05-31 13:30:00,13.8,False,False,0,73.1658401489,88.0,$97.02 - $116.82,99.99,0,False,0,Solar,101-250 lbs,7212,False,116.82,97.02,1,99.99,IOS,True,0.0,0,12,12,101.4,13.400000000000006,118.0,98.0
4730,1,2017-06-01 12:30:00,12.1,False,True,0,14.5,25.8666667938,$66.26 - $92.06,109.0,0,False,0,Washer from Sears Outlet in Bergenfield NJ and deliver to my home.,101-250 lbs,7213,False,92.06,66.26,1,109.0,WEB,False,0.0,0,9,9,69.0,43.1333332062,55.8666667938,35.8666667938
4731,0,2017-05-31 13:30:00,13.8,False,False,0,9.5,16.8999996185,$59.98 - $92.86,68.6,0,False,0,"genesis 310 bl 

Call customer  Janice Szumowsci 619.437.1313
",51-100 lbs,7214,False,92.86,59.98,2,68.6,WEB,True,0.0,0,"12,12",12,24.3333333333,7.4333337148,46.899999618500004,26.8999996185
4733,0,2017-06-01 10:30:00,10.1,False,False,0,18.8999996185,24.283332824699997,$78.17 - $123.77,227.61,0,False,0,"King Mattress
King Bed (dismantled)
Bunk Bed (dismantled)","501-1,000 lbs",7217,True,123.77,78.17,2,227.61,WEB,True,0.0,0,"11,12",12,96.5666666667,72.283333842,54.2833328247,34.2833328247
4734,0,2017-05-31 17:00:00,17.8,False,False,0,6.78350925446,21.0,$61.38 - $100.98,101.97,0,False,0,Genesis 340,51-100 lbs,7218,False,100.98,61.38,2,101.97,IOS,True,0.0,0,"12,12",12,47.0666666667,26.0666666667,51.0,31.0
4735,0,2017-05-31 17:00:00,17.8,False,False,0,6.78350925446,21.0,$61.38 - $100.98,29.99,0,False,0,Genesis 340,51-100 lbs,7219,False,100.98,61.38,1,29.99,IOS,True,0.0,0,12,12,1.0,-20.0,51.0,31.0
4736,0,2017-05-31 19:30:00,19.8,False,False,0,7.1407957077,14.0,$29.99 - $43.56,39.6,0,False,0,"Mattress
Boxes 6
Suitcases 2",101250 lbs,7222,False,43.56,29.99,1,39.6,ANDROID,True,0.0,0,12,12,39.9166666667,25.916666666700003,44.0,24.0
4737,0,2017-05-31 16:30:00,16.8,False,False,0,11.807916641199999,25.0,$39.64 - $59.44,84.19,1,False,0,Will be picked up at the location and dropped of at row Staybridge Hotel (address given) just needs to be dropped off at the hotel,51-100 lbs,7223,False,59.44,39.64,1,84.19,IOS,True,0.0,0,12,12,79.78333333329999,54.78333333329999,55.0,35.0
4738,0,2017-06-01 10:00:00,10.1,False,False,0,2.59999990463,8.066666603089999,$29.99 - $37.69,29.99,0,False,0,TRAEGER PRO 22 BLUE,50 lbs or less,7224,False,37.69,29.99,1,29.99,WEB,True,0.0,0,12,12,22.6,14.533333396910002,38.06666660309,18.06666660309
4739,0,2017-05-31 17:30:00,17.8,False,False,0,6.3000001907300005,11.100000381500001,$29.99 - $40.69,36.63,0,False,0,Queen Size Mattress and base/box spring,101-250 lbs,7226,False,40.69,29.99,1,36.63,WEB,True,0.0,0,12,12,37.0,25.899999618499997,41.1000003815,21.100000381500003
4740,0,2017-05-31 17:30:00,17.8,False,False,0,2.6402060985599998,7.0,$29.99 - $36.63,40.59,0,False,0,1 davis king mattress and a split boxspring  picking up from big lots ask for maritza at pick up,50 lbs or less,7227,False,36.63,29.99,1,40.59,IOS,True,0.0,0,12,12,40.9833333333,33.9833333333,37.0,17.0
4741,0,2017-06-01 10:00:00,10.1,False,False,1,2.90000009537,7.9499998092699995,$34.98 - $42.56,34.98,0,False,0,"Item# 9750710
       75"" Samsung LED LCD T.V.",51-100 lbs,7228,False,42.56,34.98,1,34.98,WEB,True,0.0,0,12,12,26.3,18.35000019073,37.94999980927,17.94999980927
4742,0,2017-05-31 18:00:00,18.8,False,True,0,1.74294614792,10.0,$39.98 - $56.59,101.74,1,False,0,"Desk/bookshelf, 6boxes, 2chairs, 2lamps, 1mattress",51-100 lbs,7229,False,56.59,39.98,1,101.74,IOS,False,0.0,0,9,9,75.1333333333,65.1333333333,40.0,20.0
4744,0,2017-06-01 10:00:00,10.1,False,False,0,28.0424823761,47.0,$56.43 - $76.23,72.27,0,False,0,"1 full mattress (no box, frame, or sheets), 1 large box of kitchen items (heavy)",101-250 lbs,7231,False,76.23,56.43,1,72.27,IOS,True,0.0,0,12,12,72.7,25.700000000000003,77.0,57.0
4745,0,2017-05-31 21:30:00,21.8,False,False,0,28.4302177429,34.0,$43.56 - $63.36,107.91,0,False,0,Light futon and a light chair. Possibly a rolled rug too,51-100 lbs,7233,False,63.36,43.56,1,107.91,IOS,True,0.0,0,12,12,108.51666666700001,74.51666666700001,64.0,44.0
4747,0,2017-06-01 10:30:00,10.1,False,True,0,19.7297782898,36.0,$59.34 - $85.14,159.96,0,False,0,"40"" flatscreen tv boxed; 4ftx2ft desk in 3 pieces; full mattress & box spring 6ftx4ft. St parking at pickup; 1 flight stairs at dropoff. Call: 424 731 3707",51-100 lbs,7236,False,85.14,59.34,1,159.96,IOS,False,0.0,0,9,9,123.7,87.7,66.0,46.0
4748,0,2017-06-01 10:00:00,10.1,False,False,0,1.5720691680899999,7.0,$29.99 - $36.63,34.65,0,False,0,"Pick up 4 sheets of plywood and bucket of roofing cement. Pick up from supply vendor, Advantage Lumber - use our company name Got To Remodel.",51-100 lbs,7237,False,36.63,29.99,1,34.65,IOS,True,0.0,0,12,12,35.4333333333,28.4333333333,37.0,17.0
4749,0,2017-06-03 12:00:00,12.1,False,True,0,1.75910186768,6.0,$64.98 - $82.08,160.93,0,False,0,"Moving from garage to storage unit a bedroom set that includes headboard, footboard, mattress boxspring, dresser, mirror, nightstand and approximately 10 boxes",251-500 lbs,7238,False,82.08,64.98,1,160.93,IOS,False,0.0,0,9,9,116.616666667,110.616666667,36.0,16.0
4751,0,2017-06-01 10:30:00,10.1,False,True,0,1.7999999523199999,6.1166667938199994,$34.99 - $46.59,121.97,0,False,0,"I also need you to drop off in two more location 

2nd Stop- Archdiocese Of Newark  171 Clifton Ave, Newark Nj Contact: Omar Pinto 973-497-7390

3rd Stop- Laurence Craig 1799 Springfield Ave, Maplewood, NJ 
 ",50 lbs or less,7240,False,46.59,34.99,1,121.97,WEB,False,0.0,0,9,9,57.7166666667,51.59999987288,36.11666679382,16.11666679382
4752,0,2017-06-02 12:00:00,12.1,False,True,0,36.0,59.3666648865,$94.47 - $120.27,248.17,0,False,0,"Queen size mattress (7x5)
Chest of drawers (2x2)
Chest of drawers (3x3)
Office chair
2 Travel bags
2-4 boxes (2x2 maximum)
Countertop (5x2, no legs)",101-250 lbs,7241,False,120.27,94.47,1,248.17,WEB,False,0.0,0,9,9,172.8,113.43333511350002,89.36666488649999,69.36666488649999
4753,0,2017-06-03 19:30:00,19.1,False,True,0,1.01904881001,7.0,$34.99 - $47.73,44.99,0,False,0,1 ice cream cart with umbrella plus 2 boxes supplies,51-100 lbs,7242,False,47.73,34.99,1,44.99,IOS,False,0.0,0,9,9,27.0166666667,20.0166666667,37.0,17.0
4754,0,2017-06-01 10:00:00,10.1,False,False,0,5.194663047790001,20.0,$38.70 - $64.50,55.47,0,False,0,"Mattress and box spring, outdoor patio furniture and a surfboard",101-250 lbs,7244,True,64.5,38.7,1,55.47,IOS,False,0.0,0,11,11,42.8833333333,22.8833333333,50.0,30.0
4755,0,2017-06-01 11:30:00,11.1,False,True,0,7.56270885468,18.0,$71.10 - $114.43,152.8,1,False,0,I need two of the chair size boxes and the large table that comes with it.,251-500 lbs,7245,False,114.43,71.1,2,152.8,IOS,True,0.0,0,"9,12",12,62.3666666667,44.3666666667,48.0,28.0
4756,0,2017-06-01 12:00:00,12.1,False,False,0,3.7232549190499995,11.0,$34.99 - $52.89,46.44,0,False,0,Cal King mattress,101250 lbs,7246,True,52.89,34.99,1,46.44,ANDROID,False,0.0,0,11,11,36.1333333333,25.1333333333,41.0,21.0
4757,0,2017-06-01 12:00:00,12.1,False,False,1,16.585639953599998,24.0,$72.31 - $111.91,55.48,0,False,0,"1 vanity, 1 vanity top, and 1 mirror.",101-250 lbs,7247,False,111.91,72.31,1,55.48,IOS,True,0.0,0,12,12,51.2166666667,27.2166666667,54.0,34.0
4758,0,2017-06-01 15:00:00,15.1,False,False,0,9.001804351810001,25.0,$34.65 - $54.45,94.05,0,False,0,To scooters both fit in a pick up truck bed. I have the tension straps to secure.,"501-1,000 lbs",7249,False,54.45,34.65,1,94.05,IOS,True,0.0,0,12,12,95.0,70.0,55.0,35.0
4759,0,2017-06-02 09:00:00,9.1,False,True,0,71.8000030518,77.7333297729,$113.18 - $138.98,219.09,0,False,0,5  small containers about 10 lb each ,50 lbs or less,7250,False,138.98,113.18,1,219.09,WEB,False,0.0,0,9,9,151.366666667,73.6333368941,107.7333297729,87.7333297729
4760,0,2017-06-01 13:00:00,13.1,False,False,0,3.29999995232,12.0666666031,$29.99 - $41.65,39.6,0,False,0,traeger ,51-100 lbs,7251,False,41.65,29.99,1,39.6,WEB,True,0.0,0,12,12,40.3333333333,28.266666730199997,42.0666666031,22.0666666031
4761,0,2017-06-01 16:00:00,16.1,False,False,0,3.92147350311,13.0,$64.97 - $90.13,138.6,0,False,0,"11 boxes, dinette set w/3 chairs, 2 medium pictures,clothes hamper w/2umbrellas","1,001-5,000 lbs",7252,False,90.13,64.97,2,138.6,IOS,True,0.0,0,"12,12",12,69.6666666667,56.666666666699996,43.0,23.0
4762,0,2017-06-01 13:00:00,13.1,False,False,0,2.1313030719799997,8.0,$29.99 - $37.62,61.38,0,False,0,Twin frame and futon frame,50 lbs or less,7253,False,37.62,29.99,1,61.38,IOS,True,0.0,0,12,12,61.9833333333,53.9833333333,38.0,18.0
4763,0,2017-06-03 09:00:00,9.1,False,True,0,16.4253253937,23.0,$75.24 - $120.84,146.69,0,False,0,Sectional sofa as pictured.,101-250 lbs,7254,False,120.84,75.24,2,146.69,IOS,True,0.0,0,"9,12",12,55.1,32.1,53.0,33.0
4764,0,2017-06-01 14:00:00,14.1,False,True,0,5.464338302610001,12.0,$34.99 - $54.18,60.63,0,False,0,Bed frame. Dresser. Mattress. Mini fridge,50 lbs or less,7255,False,54.18,34.99,1,60.63,IOS,False,0.0,0,9,9,47.2166666667,35.2166666667,42.0,22.0
4765,0,2017-06-01 14:30:00,14.1,False,False,0,16.8354301453,37.0,$46.53 - $66.33,42.57,0,False,0,Tv,51-100 lbs,7256,False,66.33,46.53,1,42.57,IOS,True,0.0,0,12,12,42.8333333333,5.833333333299997,67.0,47.0
4766,0,2017-06-01 15:30:00,15.1,False,True,0,9.46348285675,18.0,$36.12 - $61.92,64.5,0,False,0,Dark wood tall boy dresser and small black desk with drawers on top,51-100 lbs,7257,False,61.92,36.12,1,64.5,IOS,False,0.0,0,9,9,49.5666666667,31.5666666667,48.0,28.0
4767,0,2017-06-02 09:00:00,9.1,False,False,0,5.099999904630001,16.3999996185,$29.99 - $45.94,46.63,0,False,0,SP-330 SPIRIT GRILL WEBER ,51-100 lbs,7258,False,45.94,29.99,1,46.63,WEB,True,0.0,0,12,12,37.3333333333,20.933333714799996,46.399999618500004,26.3999996185
4768,0,2017-06-02 14:30:00,14.1,False,False,0,4.8000001907300005,11.5333337784,$29.99 - $41.12,42.67,0,False,0,"2 white boards, 4 ft x 6 ft",51-100 lbs,7259,False,41.12,29.99,1,42.67,WEB,True,0.0,0,12,12,0.05,-11.483333778399999,41.5333337784,21.5333337784
4769,0,2017-06-14 17:00:00,17.1,False,False,0,1.39999997616,5.16666650772,$29.99 - $34.82,39.99,0,False,0,"3 big boxes of clothes, 2 luggages, 5 medium boxes of other light objects",101-250 lbs,7260,False,34.82,29.99,1,39.99,WEB,True,0.0,0,12,12,9.51666666667,4.35000015895,35.16666650772,15.166666507719999
4770,0,2017-06-02 08:00:00,8.1,False,False,0,4.6999998092699995,11.5833330154,$29.99 - $41.17,68.14,0,False,0,"8 foot rug- needs to be thrown away
",50 lbs or less,7261,False,41.17,29.99,1,68.14,WEB,True,0.0,0,12,12,17.633333333299998,6.050000317899999,41.5833330154,21.5833330154
4771,0,2017-06-02 09:30:00,9.1,False,False,0,8.95955085754,21.0,$75.67 - $121.27,206.31,1,False,0,"2 large desks, desk chair",251-500 lbs,7262,True,121.27,75.67,2,206.31,IOS,True,0.0,0,"11,12",12,75.1333333333,54.1333333333,51.0,31.0
4772,0,2017-06-02 10:00:00,10.1,False,False,0,2.44447422028,14.0,$59.98 - $87.12,99.2,0,False,0,mangowood TV stand in sale section at west Elm store.,51-100 lbs,7263,False,87.12,59.98,2,99.2,IOS,True,0.0,0,"12,12",12,41.0,27.0,44.0,24.0
4773,0,2017-06-01 17:00:00,17.1,False,False,0,8.62835788727,41.0,$50.49 - $70.29,81.18,0,False,0,"Luggage, futon, and tv stand that can be taken apart",51100 lbs,7264,False,70.29,50.49,1,81.18,ANDROID,True,0.0,0,12,12,81.9333333333,40.9333333333,71.0,51.0
4774,0,2017-06-01 19:30:00,19.1,False,False,0,3.8438022136699996,10.0,$29.99 - $39.60,29.99,0,False,0,Love seat recliner from jcpenney pick up furniture which is first floor,101-250 lbs,7265,False,39.6,29.99,1,29.99,IOS,True,0.0,0,12,12,19.0333333333,9.0333333333,40.0,20.0
4775,0,2017-06-01 18:30:00,18.1,False,False,0,33.7000007629,47.5,$56.93 - $76.73,65.34,0,False,0,bike and two small bike stands,101-250 lbs,7266,False,76.73,56.93,1,65.34,WEB,True,0.0,0,12,12,65.53333333329999,18.033333333299993,77.5,57.5
4776,0,2017-06-01 19:30:00,19.1,False,True,0,18.6628780365,23.0,$42.57 - $68.37,98.04,0,False,0,"Twin mattress, 3 large suitcases, lots of boxes","5011,000 lbs",7267,False,68.37,42.57,1,98.04,ANDROID,False,0.0,0,9,9,76.45,53.45,53.0,33.0
4777,0,2017-06-01 20:30:00,20.1,False,False,0,14.199999809300001,23.4333324432,$66.20 - $105.80,47.52,0,False,0,"Modern Coffee Table with recessed detail. 48"" x 48"" Square Table with 14"" x 14"" recess. Hight is 15"". About 8 steps of stairs up to the front door and then a flight of stairs - 15 steps. From the entry up to the living room.",101-250 lbs,7268,False,105.8,66.2,1,47.52,WEB,True,0.0,0,12,12,48.0,24.5666675568,53.4333324432,33.4333324432
4778,0,2017-06-04 11:00:00,11.1,False,False,0,27.3999996185,34.4666671753,$44.02 - $63.82,64.45,0,False,0,"Buffet table with cabinets & drawers. 

**The address on this reservation is NOT the actual address of the pickup. The seller will not disclose that info until the morning of, but it is at the intersection of Laurel Canyon Blvd & Hubbard St in Sylmar, CA 91342. ",51-100 lbs,7269,False,63.82,44.02,1,64.45,WEB,True,0.0,0,12,12,55.0,20.533332824699997,64.4666671753,44.4666671753
4779,0,2017-06-05 10:00:00,10.1,False,True,0,1.13897335529,7.0,$39.98 - $52.72,98.67,1,False,0,"Desk: 43""w X 20""d X 30""h. Dresser: 32""w X 19""d X 47""h. File cabinet: 18""w X 14""d X 24""h. Mirror: 67""x33"".  Moving from one elevator building to another.",101-250 lbs,7270,False,52.72,39.98,1,98.67,IOS,False,0.0,0,9,9,60.8166666667,53.8166666667,37.0,17.0
4780,0,2017-06-02 16:00:00,16.1,False,False,0,20.3536281586,36.0,$45.54 - $65.34,92.17,0,False,0,"Dresser, TV stand, roll-away bed, small folded table, large duffle bag.","5011,000 lbs",7272,False,65.34,45.54,1,92.17,ANDROID,True,0.0,0,12,12,82.8833333333,46.8833333333,66.0,46.0
4781,0,2017-06-02 15:00:00,15.1,False,True,1,12.800000190699999,14.199999809300001,$44.99 - $67.02,127.22,0,False,0,20 sq. Ft. Of wood building material,51-100 lbs,7273,False,67.02,44.99,1,127.22,WEB,False,0.0,0,9,9,86.6666666667,72.4666668574,44.1999998093,24.199999809300003
4782,0,2017-06-02 10:30:00,10.1,False,True,0,34.0,41.6666679382,$76.65 - $102.45,158.56,0,False,0,"2nd stop: 6 Fowler Rd, Peapack, NJ ",50 lbs or less,7274,False,102.45,76.65,1,158.56,WEB,False,0.0,0,9,9,113.78333333299999,72.11666539479998,71.66666793819999,51.6666679382
4783,0,2017-06-02 10:30:00,10.1,False,False,0,34.4000015259,43.3833351135,$62.85 - $82.65,202.53,0,False,0,"2nd stop Chelsea Mansion 
34 Muttontown Lane, East Norwich, NY 
Contact Michael 516-571-8551",50 lbs or less,7275,False,82.65,62.85,1,202.53,WEB,True,0.0,0,12,12,146.93333333299998,103.54999821949997,73.38333511350001,53.3833351135
4784,0,2017-06-08 10:00:00,10.1,False,True,0,0.0857492238283,0.7333333492280001,$44.99 - $49.65,146.74,0,False,0,"3 seater, 2 seater, 1 seater , side tables",101-250 lbs,7276,False,49.65,44.99,1,146.74,IOS,False,0.0,0,9,9,105.8,105.06666665077199,30.733333349228,10.733333349228
4785,0,2017-06-03 15:00:00,15.1,False,False,0,10.0046977997,23.0,$42.67 - $62.47,39.99,0,False,0,Treadmill that weighs 180 - 200 pounds. Treadmill does fold,101-250 lbs,7277,False,62.47,42.67,1,39.99,IOS,True,0.0,0,12,12,28.1,5.100000000000001,53.0,33.0
4786,0,2017-06-03 09:00:00,9.1,False,False,0,34.5,47.066665649399994,$66.50 - $86.30,76.33,0,False,0,"couple boxes of clothes, drums, boogie board, and a bicycle  ",51-100 lbs,7279,False,86.3,66.5,1,76.33,WEB,True,0.0,0,12,12,66.95,19.88333435060001,77.0666656494,57.066665649399994
4787,0,2017-06-02 10:30:00,10.1,False,False,0,38.2000007629,36.4833335876,$56.02 - $75.82,68.41,0,False,0,5 x Empty plastic drums,51-100 lbs,7280,False,75.82,56.02,1,68.41,WEB,True,0.0,0,12,12,58.5166666667,22.033333079099997,66.4833335876,46.4833335876
4788,0,2017-06-02 10:30:00,10.1,False,False,0,66.9117355347,72.2833328247,$91.46 - $111.26,135.73,0,False,0,Solar,"501-1,000 lbs",7281,False,111.26,91.46,1,135.73,IOS,True,0.0,0,12,12,127.116666667,54.83333384230001,102.2833328247,82.2833328247
4789,0,2017-06-02 11:00:00,11.1,False,False,0,0.169012963772,0.699999988079,$39.99 - $40.39,44.65,0,False,0,Bags of soil,50 lbs or less,7282,False,40.39,39.99,1,44.65,IOS,True,0.0,0,12,12,35.1,34.400000011921,30.699999988079,10.699999988079
4790,0,2017-06-02 13:00:00,13.1,False,True,0,10.3999996185,21.0499992371,$105.09 - $156.69,353.94,1,False,0,"(1) 4ft bar 
(1) can wall backdrop ",51-100 lbs,7283,False,156.69,105.09,2,353.94,WEB,False,0.0,0,"9,9",9,107.45,86.4000007629,51.049999237099996,31.0499992371
4791,0,2017-06-02 11:30:00,11.1,False,False,0,65.335319519,69.3666687012,$88.57 - $108.37,181.27,0,False,0,Solar,"501-1,000 lbs",7284,False,108.37,88.57,1,181.27,IOS,True,0.0,0,12,12,173.0,103.6333312988,99.3666687012,79.3666687012
4792,0,2017-06-02 12:30:00,12.1,False,False,0,76.2074508667,86.18333435059999,$105.22 - $125.02,178.3,0,False,0,Solar,"501-1,000 lbs",7285,False,125.02,105.22,1,178.3,IOS,True,0.0,0,12,12,169.983333333,83.7999989824,116.18333435059999,96.18333435059999
4794,0,2017-06-02 14:30:00,14.1,False,False,0,0.349210619926,2.20000004768,$39.99 - $41.88,74.35,0,False,0,3'X6' table top (top only),50 lbs or less,7287,False,41.88,39.99,1,74.35,IOS,True,0.0,0,12,12,65.25,63.04999995232,32.20000004768,12.20000004768
4795,0,2017-06-02 13:00:00,13.1,False,False,0,44.736240386999995,51.6333351135,$71.02 - $90.82,148.6,0,False,0,Solar,251-500 lbs,7288,False,90.82,71.02,1,148.6,IOS,True,0.0,0,12,12,140.216666667,88.58333155349999,81.63333511350001,61.6333351135
4796,0,2017-06-02 13:00:00,13.1,False,False,0,18.2863330841,22.9166660309,$52.46 - $78.26,56.44,0,False,0,"I'm on a navy base, so I would have to escort the vehicle on the base to the room. The room is on the second floor of the building.",50 lbs or less,7289,True,78.26,52.46,1,56.44,IOS,False,0.0,0,11,11,35.6,12.683333969100001,52.916666030900004,32.916666030900004
4797,0,2017-06-02 14:00:00,14.1,False,False,0,2.05487442017,9.89999961853,$44.99 - $61.47,44.99,0,False,0,"Headboard approx 44""x72""",50 lbs or less,7290,True,61.47,44.99,1,44.99,IOS,False,0.0,0,11,11,15.05,5.150000381470001,39.89999961853,19.89999961853
4798,0,2017-06-02 15:30:00,15.1,False,False,0,0.600000023842,3.66666674614,$39.99 - $43.33,39.99,0,False,0,WEBER GENESIS 3 BURNER GRILL,51-100 lbs,7291,False,43.33,39.99,1,39.99,WEB,True,0.0,0,12,12,25.116666666700002,21.449999920560003,33.66666674614,13.66666674614
4799,0,2017-06-03 10:00:00,10.1,False,True,0,40.6146850586,43.0,$78.37 - $104.17,163.51,0,False,0,300 lbs of musical equipment,251-500 lbs,7293,False,104.17,78.37,1,163.51,IOS,False,0.0,0,9,9,118.5,75.5,73.0,53.0
4800,0,2017-06-02 17:00:00,17.1,False,True,0,29.1000003815,49.066665649399994,$86.20 - $112.00,216.4,0,False,0,outdoor furniture set. ,"501-1,000 lbs",7294,False,112.0,86.2,1,216.4,WEB,False,0.0,0,9,9,160.133333333,111.0666676836,79.0666656494,59.066665649399994
4801,0,2017-06-02 20:30:00,20.1,False,True,1,1.28002464771,4.516666889190001,$49.98 - $59.52,188.27,0,False,0,Patio table and six chairs and umbrella and stand. Bought this on craigslist. Picking up from seller (Katrina) and bringing to my home.,101-250 lbs,7297,False,59.52,49.98,1,188.27,IOS,False,0.0,0,9,9,75.7333333333,71.21666644410999,34.51666688919,14.51666688919
4803,0,2017-06-04 17:00:00,17.1,False,False,0,0.00248548481613,0.016666667535899998,$84.98 - $98.71,131.72,0,False,0,Table and 2 chairs and a cabinet,51-100 lbs,7300,True,98.71,84.98,2,131.72,IOS,True,0.0,0,"11,12",12,49.2333333333,49.2166666657641,30.0166666675359,10.0166666675359
4804,0,2017-06-03 11:00:00,11.1,False,False,0,38.9000015259,47.183334350600006,$66.61 - $86.41,166.57,0,False,0,chairs,50 lbs or less,7301,False,86.41,66.61,1,166.57,WEB,True,0.0,0,12,12,142.68333333299998,95.49999898239997,77.1833343506,57.183334350600006
4805,0,2017-06-03 13:00:00,13.1,False,False,0,3.32433485985,9.0,$39.99 - $48.61,39.99,0,False,0,"Octagon shaped picnic table in 2 pieces. Base is approx 8 feet by 8 feet, top is approx 5 feet by 5 feet.",51100 lbs,7302,False,48.61,39.99,1,39.99,ANDROID,True,0.0,0,12,12,30.0,21.0,39.0,19.0
4806,0,2017-06-03 10:00:00,10.1,False,False,0,0.00559234060347,0.016666667535899998,$39.99 - $49.99,47.62,0,False,0,3 burner bbq,50 lbs or less,7303,False,49.99,39.99,1,47.62,IOS,True,0.0,0,12,12,37.5666666667,37.5499999991641,30.0166666675359,10.0166666675359
4807,0,2017-06-10 11:00:00,11.1,False,True,0,25.4644126892,37.866664886500004,$71.75 - $97.55,134.34,0,False,0,"Dresser, bed and box spring.",251-500 lbs,7304,False,97.55,71.75,1,134.34,IOS,False,0.0,0,9,9,95.7333333333,57.86666844679999,67.8666648865,47.866664886500004
4808,0,2017-06-03 13:30:00,13.1,False,False,0,30.8999996185,35.7833328247,$55.33 - $75.13,57.16,0,False,0,linen,50 lbs or less,7305,False,75.13,55.33,1,57.16,WEB,True,0.0,0,12,12,43.7333333333,7.950000508600006,65.7833328247,45.7833328247
4810,0,2017-06-03 10:30:00,10.1,False,False,0,7.616146564480001,13.0166664124,$39.99 - $52.59,39.99,0,False,0,3 tables and 24 chairs,51-100 lbs,7307,False,52.59,39.99,1,39.99,IOS,True,0.0,0,12,12,28.7333333333,15.7166669209,43.0166664124,23.0166664124
4811,0,2017-06-04 11:30:00,11.1,False,True,0,9.97921848297,13.0,$84.98 - $118.04,204.98,0,False,0,"2 items:Dresser with mirror and Couch. Pick up is located in our apartment with access to elevator also access to 2 flights of stairs. Obstacle:only 5 steps up to the apartment building. Drop off is at a single family house, no stairs.",251500 lbs,7308,False,118.04,84.98,2,204.98,ANDROID,True,0.0,0,"9,12",12,79.95,66.95,43.0,23.0
4812,0,2017-06-03 11:30:00,11.1,False,False,0,11.5227069855,16.816667556800002,$44.98 - $61.34,96.17,1,False,0,"6'x29""hx36"" d desk and 2 side chairs",51-100 lbs,7309,False,61.34,44.98,1,96.17,IOS,True,0.0,0,12,12,82.0,65.1833324432,46.8166675568,26.816667556800002
4813,0,2017-06-03 12:00:00,12.1,False,True,0,7.3023543357800005,14.9833335876,$44.99 - $68.03,102.71,1,False,0,3 seater sofa flat packed in box. 1 flight stairs at dropoff,51-100 lbs,7310,False,68.03,44.99,1,102.71,IOS,False,0.0,0,9,9,67.9333333333,52.9499997457,44.9833335876,24.9833335876
4814,0,2017-06-04 11:00:00,11.1,False,False,1,0.5,2.9666666984599996,$84.97 - $90.27,179.43,0,False,0,"queen mattress and frame, 2 small dressers, chair, small desk. Moving from apartment with elevator to 2nd floor of a house (stairs). Driveway of new place is small and bumpy. Moving less than a mile from pickup location.",101-250 lbs,7311,False,90.27,84.97,2,179.43,WEB,True,0.0,0,"12,12",12,75.0,72.03333330154,32.96666669846,12.96666669846
4815,0,2017-06-03 15:00:00,15.1,False,False,0,3.8475291729000003,13.0,$79.98 - $105.14,80.68,0,False,0,"Inside of a thrift store, so a little bit of a squeeze to get it out",251500 lbs,7312,False,105.14,79.98,2,80.68,ANDROID,True,0.0,0,"12,12",12,28.0,15.0,43.0,23.0
4816,0,2017-06-03 13:30:00,13.1,False,False,0,1.65843915939,9.0,$39.99 - $48.61,73.36,0,False,0,Move table from storage and reassemble in office,51100 lbs,7313,False,48.61,39.99,1,73.36,ANDROID,True,0.0,0,12,12,64.3166666667,55.3166666667,39.0,19.0
4817,0,2017-06-05 10:30:00,10.1,False,False,0,0.0043495981954,0.016666667535899998,$94.97 - $102.43,197.85,1,False,0,"Solid wood desk. 68""L x 35.5""D x 44.25""H which weighs around 250 lbs.",101-250 lbs,7314,True,102.43,94.97,2,197.85,IOS,False,0.0,0,"11,11",11,67.4,67.3833333324641,30.0166666675359,10.0166666675359
4818,0,2017-06-03 14:30:00,14.1,False,False,0,8.1971282959,10.3833332062,$44.99 - $62.09,62.89,0,False,0,"Two pieces of sectional couch, fairly light, will have help with moving.",51-100 lbs,7315,True,62.09,44.99,1,62.89,IOS,False,0.0,0,11,11,40.5333333333,30.1500001271,40.3833332062,20.3833332062
4819,0,2017-06-03 15:00:00,15.1,False,False,0,7.30048799515,14.0,$39.99 - $53.56,44.65,0,False,0,Queen mattress,50 lbs or less,7316,False,53.56,39.99,1,44.65,ANDROID,True,0.0,0,12,12,34.7666666667,20.766666666699997,44.0,24.0
4820,0,2017-06-04 08:00:00,8.1,False,False,0,38.9929046631,44.716667175299996,$64.17 - $83.97,42.67,0,False,0,"1 ez up tent, (4) 6ft folding tables, (8) medium bins. 1 large cooler",101-250 lbs,7317,False,83.97,64.17,1,42.67,IOS,True,0.0,0,12,12,32.9166666667,-11.800000508599993,74.71666717529999,54.716667175299996
